,"If not answered by DB, do not surface in website. ",,,"If not answered by DB, do not surface in website. ",Data broker primary address,,,,,"If not answered by DB, do not surface in website. ",,,,,,"If not answered by DB, do not surface in website. ",,,,"If not answered by DB, do not surface in website. ",,,,"If not answered by DB, do not surface in website. ",,,,"If not answered by DB, do not surface in website. ",,,,"If not answered by DB, do not surface in website. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alphonso Inc.,LG Ad Solutions,https://www.lgads.tv,compliance@lgads.tv,,"211 Hope Street, Suite 390905",Mountain View,CA,94041,USA,N/A,No,No,No,https://www.alphonso.tv/privacy/,No,,,,No,,,,No,,,,No,,,,No,,,,3,3,0,0,14,17.6,0,0,0,0,0,0,0,0,0,0,0,0,673,673,0,0,3,3.1,0,0,0,0,0,0,,
Digital Viking Media Inc,,https://www.digitalvikingmedia.com,privacy@digitalvikingmedia.com,503-203-0001,13681 Newport Blvd. Suite 822-6,Tustin,CA,92780,USA,N/A,No,No,No,https://www.digitalvikingmedia.com/privacy-policy,No,,,,No,,,,No,,,,No,,,,No,,,,614,614,614,0,4,4,614,614,614,0,4,4,614,614,614,0,4,4,614,614,614,0,4,4,614,614,614,0,4,4,,
"Inmar-OIQ, LLC",OwnerIQ,https://www.inmar.com/,privacy@owneriq.com,,"One West 4th Street, Suite 500
",Winston-Salem,NC,27101,USA,N/A,No,No,No,https://www.inmar.com/about/privacy-policy/owneriq,No,,,,No,,,,No,,,,No,,,,No,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
LIZDEV INC.,,https://www.lizdev.com,privacyanddatacompliancereview@lizdev.com,949-776-9697,4000 Barranca Pkwy. Suite 250 #2018,Irvine,CA,92604,USA,N/A,No,No,No,https://lizdev.com/privacy-policy/,No,,,,No,,,,No,,,,No,,,,No,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"Tunnl, LLC",,https://www.tunnldata.com,info@tunnldata.com,,3100 Clarendon Blvd,Arlington,VA,22201,USA,N/A,No,No,No,https://www.tunnldata.com/privacy-policy,No,,,,No,,,,No,,,,No,,,,No,,,,17481,12221,0,5260,27,27,31,7,0,24,18,18,0,0,0,0,0,0,17481,12221,0,5260,17,17,0,0,0,0,0,0,,
"Deep Root Analytics, LLC",,https://www.deeprootanalytics.com,info@deeprootanalytics.com,,3100 Clarendon Blvd,Arlington,VA,22201,USA,N/A,No,No,No,https://www.deeprootanalytics.com/privacy-policy,No,,,,No,,,,No,,,,No,,,,No,,,,17481,12221,0,5260,27,27,31,7,0,14,18,18,0,0,0,0,0,0,17481,12221,0,5260,27,27,0,0,0,0,0,0,,
"InMarket Media, LLC",,https://www.inmarket.com,privacy@inmarket.com,,"1530 P B Ln #P5446 
",Wichita Falls,TX,76302,USA,N/A,No,Yes,No,https://www.inmarket.com/privacy/,No,,,,No,,,,No,,,,No,,,,No,,,,1,1,0,0,4,4,4,4,0,0,43,55,0,0,0,0,0,0,8336,1449,0,0,14,10,0,0,0,0,0,0,,
"Dun & Bradstreet, Inc.",,https://www.dnb.com/,privacyofficer@dnb.com,904-648-6350,5335 Gate Pkwy,Jacksonville,FL,32256,USA,n/a,No,No,No,https://www.dnb.com/en-us/why-dnb/data-transparency.html,No,,,,No,,,,No,,,,No,,,,No,,,,30,18,0,0,7,6,13,14,0,0,0,1,13,14,0,0,0,1,492,499,0,0,5,6,0,0,0,0,0,0,"When an individual submits a “Right to Know” request we advise the individual what personal information we have collected about them, what personal information was sold or shared, and to whom it was sold or shared. Therefore, the numbers for both questions regarding the “Right to Know” are the same.  

With regard to the number of requests that have been “complied with in whole or in part”, we do not have separate metrics as we have interpreted “comply” to mean comply with the CPRA and “in whole OR In part” as one figure.  As we fully comply with the CPRA we do not have any requests that were partially complied with.
","For additional information about our data collection practices, please see our Privacy, Data Transparency, and AI Trust Centre available at: https://www.dnb.com/en-us/why-dnb/data-transparency.html and our Privacy, Data and AI Transparency Statement at https://www.dnb.com/content/dam/web/company/about/content/pdaits/DnB_Privacy-Data-AI-Transparency-Statement_USMarket.pdf        If you would like to see the CCPA categories of information we collect, please look under the “Data Collected on California Residents within the Past 12 Months” section of the California Resident Supplemental Disclosures available at: https://www.dnb.com/content/dam/web/company/about/content/scrd/DnB_Supplemental-California-Resident-Disclosures.pdf"
LexisNexis Risk Solutions FL Inc.,,https://www.risk.lexisnexis.com/,consumer.documents@lexisnexisrisk.com,888-217-1591,1000 Alderman Drive,Alpharetta,GA,30005,USA,N/A,Yes,Yes,No,https://risk.lexisnexis.com/state-privacy-act-notice,No,,,,Yes,"Name and contact details; financial information; transaction information; demographic data, such as gender and age; and sensitive personal information, such as social security numbers. ","Fraud prevention, identify verification, and other risk management services.",30%,Yes,N/A,"Fraud prevention, identify verification, and other risk management services.",0%,Yes,N/A,"Fraud prevention, identify verification, and other risk management services.",0%,Yes,N/A,"Fraud prevention, identify verification, and other risk management services.  ",0%,7834,7833,0,1,1,1,46083,41469,0,4614,5,7,46083,41469,0,4614,5,7,22459,22458,0,1,1,1,3570,3570,0,0,1,1,"The business responded to consumer requests consistent with the CCPA, which does not apply to certain information we maintain, including information subject to the Gramm-Leach-Bliley Act (GLBA) and the Driver’s Privacy Protection Act (DPPA), protected health information received by a business associate subject to the Health Insurance Portability and Accountability Act (HIPAA), and information subject to the California analogues of these laws, and where the CCPA’s application is preempted by, or in conflict with, federal law or the United States or California Constitution.

Requests were denied because (i) we were unable to confirm the consumer’s identity, (ii) we were unable to connect the information submitted in the request with personal information in our possession, or (iii) the consumer provided inaccurate or incomplete information.
","The business actively works to exclude from its products and does not specifically seek personal information relating to consumers with a date of birth indicating that the consumer is a minor, except in connection with services where it provides personal information to insurance carriers regarding licensed drivers who are minors, including those who may need to be added to household automobile insurance policies. 

The business does not sell real-time precise geolocation information.
 
The business implements a robust credentialing process that requires that purchasers are legitimate business, government, non-profit, or educational institutions.

The business’ affiliates, LexisNexis Risk Solutions Inc., SageStream, LLC, and Accuity Asset Verification Services Inc., are consumer reporting agencies as defined under the FCRA. 
"
"NetWise Data, LLC",,https://www.netwisedata.com,privacyofficer@dnb.com,561-409-0570,"350 Camino Gardens Blvd., Suite 202",Boca Raton,FL,33432,USA,n/a,No,No,No,https://www.dnb.com/en-us/why-dnb/data-transparency.html,No,,,,No,,,,No,,,,No,,,,No,,,,30,18,0,0,7,6,13,14,0,0,0,1,13,14,0,0,0,1,492,499,0,0,5,6,0,0,0,0,0,0,"When an individual submits a “Right to Know” request we advise the individual what personal information we have collected about them, what personal information was sold or shared, and to whom it was sold or shared. Therefore, the numbers for both questions regarding the “Right to Know” are the same.  

With regard to the number of requests that have been “complied with in whole or in part”, we do not have separate metrics as we have interpreted “comply” to mean comply with the CPRA and “in whole OR In part” as one figure.  As we fully comply with the CPRA we do not have any requests that were partially complied with.
","For additional information about our data collection practices, please see our Privacy, Data Transparency, and AI Trust Centre available at: https://www.dnb.com/en-us/why-dnb/data-transparency.html and our Privacy, Data and AI Transparency Statement at https://www.dnb.com/content/dam/web/company/about/content/pdaits/DnB_Privacy-Data-AI-Transparency-Statement_USMarket.pdf  If you would like to see the CCPA categories of information we collect, please look under the “Data Collected on California Residents within the Past 12 Months” section of the California Resident Supplemental Disclosures available at: https://www.dnb.com/content/dam/web/company/about/content/scrd/DnB_Supplemental-California-Resident-Disclosures.pdf"
True Opulence Corporation,,https://www.trueopulence.com/,info@trueopulence.com,888-678-5968,3852 Hillside Avenue,Norco,CA,92860,USA,N/A,No,No,No,https://www.trueopulence.com/en/privacy-policy,No,,,,No,,,,No,,,,No,,,,No,,,,3,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,2,2,0,0,0,0,0,0,,
"Social Catfish, LLC",,https://www.socialcatfish.com,privacyrequests@socialcatfish.com,844-422-8347,"38770 Sky Canyon Dr. Ste. A
",Murrieta,CA,92563,USA,N/A,No,No,No,https://www.socialcatfish.com/opt-out/?id=request_optout,No,,,,No,,,,No,,,,No,,,,No,,,,1112,688,688,426,2.66,2.81,1,1,1,0,3,3,165,41,41,124,2.82,2.93,1882,856,856,1026,2.4,2.65,0,0,0,0,0,0,,We always honor and over-delete (opt out and deletion requests are the same to us as we always just delete the data as we work with data providers) and complete opt outs and deletion requests even if we need clarification and don't get a full response. That is why we don't have any partially completed requests.
"Cross Pixel Media, Inc.",,https://www.crosspixel.net,info@crosspixel.net,,"1815 Purdy Ave
",Miami Beach,FL,33139,USA,N/A,No,No,No,https://crosspixel.net/privacy-policy/,No,,,,No,,,,No,,,,No,,,,No,,,,17,17,0,0,1.5,1.5,3,3,0,0,1.5,1.5,3,3,0,0,1.5,1.5,22,22,0,0,1.5,1.5,1,1,0,0,1.5,1.5,,
EproDirect LLC,,https://www.eprodirect.com,optout@eprodirect.com,,"1651 NW 1st Court
",Boca Raton,FL,33432,USA,N/A,No,No,No,https://www.eprodirect.com/do-not-sell-my-personal-information/,No,,,,No,,,,No,,,,No,,,,No,,,,28337,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,2,2,0,0,0,0,0,0,"We are a very niche B-to-B marketing firm.  Our clients (hotels) do marketing to our email list of meeting and event planners.  The majority of requests to delete have come through firms that send a request to all data brokers (ie - Incogni).  We have not once found someone on our list that has requested through one of these services.  Also, please note that these numbers given are international and not just California.  We occasionally receive requests through our website and the numbers provided for that are not just California but throughout the US.  Also, to note, we do not provide any identifying information to our clients.  They are simply advertising through us but the only metrics they receive are general numbers (ie - Total Number of Opens, Total Number of Clicks) but they do not have any identifying information.  Also, we only have approximately 70,000 meeting and event planners within the US on our list.  And only about 7,000 people in the State of California.  ",
"MadHive, Inc. ",,https://www.madhive.com,privacy@madhive.com,,"225 Broadway, 11th Floor",New York,NY,10007,USA,N/A,No,No,No,https://www.madhive.com/legal/us-state-privacy-notice,No,,,,No,,,,No,,,,No,,,,No,,,,1,1,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,306,306,0,0,1,1,0,0,0,0,0,0,,
Eyeota Pte Ltd,,https://www.eyeota.com,privacy@eyeota.com,,N/A,N/A,N/A,N/A,Singapore,31 Hong Kong Street #03-01 Singapore 059670,No,No,No,https://www.eyeota.com/how-to-opt-out,No,,,,No,,,,No,,,,No,,,,No,,,,311,311,0,0,30,40,33,33,0,0,30,40,33,33,0,0,30,40,2004133,2004133,0,0,0,0,0,0,0,0,0,0,"When an individual submits a “Right to Know” request we advise the individual what personal information we have collected about them, what personal information was sold or shared, and to whom it was sold or shared. Therefore, the numbers for both questions regarding the “Right to Know” are the same.  

With regard to the number of requests that have been “complied with in whole or in part”, we do not have separate metrics as we have interpreted “comply” to mean comply with the CPRA and “in whole OR In part” as one figure.  As we fully comply with the CPRA we do not have any requests that were partially complied with.
","Eyeota's Privacy Center (https://www.eyeota.com/privacy-center) gives more information about how we manage our privacy compliance globally, highlight how we protect and manage personal data and provide details how you can exercise your rights as a data subject."
"Swoop.com, Inc.",,https://www.swoop.com/,privacyrights@swoop.com,,"228 Park Avenue South, PMB 924225
",New York,NY,10003,USA,N/A,No,No,No,https://www.swoop.com/privacy_notice,No,,,,No,,,,No,,,,No,,,,No,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Swoop does not have any directly identifying data of non-healthcare provider consumers in its system.  It operates solely from de-identified and/or anonymized data in connection with creating and providing its products and services. ,Swoop does not have any directly identifying data of non-healthcare provider consumers in its system.  It operates solely from de-identified and/or anonymized data in connection with creating and providing its products and services. Such anonymized or de-identified data is sourced from reputable third parties who have obtained such data in accordance with all applicable laws.
"Place Exchange, Inc.",,https://www.placeexchange.com,privacy@placeexchange.com,,"254 West 31st Street, 7th Floor",New York,NY,10001,USA,NA,No,Yes,No,https://www.placeexchange.com/do-not-sell-my-information,No,,,,No,,,,No,,,,No,,,,No,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,We received no requests. ,
"Irys, Inc",,https://www.irys.us/,Privacy@irys.us,319-936-9044,"244 5th Avenue, Suite 238",New York,NY,10001,USA,,No,Yes,No,https://www.irys.us/do-not-sell-ccpa,No,,,,No,,,,No,,,,No,,,,No,,,,113,40,0,0,0,0,113,40,0,0,0,0,0,0,0,0,0,0,113,40,0,0,0,0,0,0,0,0,0,0,"The delta between the requested deletions and the actual deletions is due to the type of request. Seventy-three of the requested deletions were related to name and address information, which Irys does not collect and therefore cannot delete. The remaining forty were related to data collected by Irys


*The number of days was not tracked accurately in 2023; therefore, a value of 0 was applied to the field.","The delta between the requested deletions and the actual deletions is due to the type of request. Seventy-three of the requested deletions were related to name and address information, which Irys does not collect and therefore cannot delete. The remaining forty were related to data collected by Irys.

*The number of days was not tracked accurately in 2023; therefore, a value of 0 was applied to the field."
"Ownco, LLC",MonitorBase,https://www.monitorbase.com/,privacy@monitorbase.com,888-795-6575,"310 E 4500 S, Suite 270",Murray,UT,84107,USA,N/A,No,No,No,https://my.monitorbase.com/privacypolicy,Yes,"We are a reseller of prescreened credit information to lenders for the purpose of delivering a firm offer of credit to the consumer. We also sell consumer authorized instant credit pre-qualifications to lenders.
","Prescreened credit information and consumer authorized instant credit pre-qualifications.
",97%,Yes,"Identifiers such as: names, addresses, email addresses, and phone numbers. As well as credit information and county assessor data such as loan amounts, loan types, and lien holders. 
","Prescreened credit information and consumer authorized instant credit pre-qualifications.
",97%,No,,,,No,,,,No,,,,601,601,0,0,1,1,15,15,0,0,1,1,15,15,0,0,1,1,601,601,0,0,1,1,0,0,0,0,1,1,"Our mean and median response time to consumer requests was 1 day as all form submissions to know, delete, or opt-out are processed automatically and are therefore processed immediately upon reception of the form submission.",
